bn:00113968a	yellow|黄
bn:00013375n	human|人 family|家庭 SameClan|同辈 collateral|旁系 male|男
bn:00060099n	Speed|速度 music|音乐 Frequency|频度
bn:00058585n	knowledge|知识 waters|水域 planar|面
bn:00027631n	facilities|设施 tour|旅游 US|美国 ProperName|专 WhileAway|消闲
bn:00029124n	protruding|凸 land|陆地
bn:00080841n	place|地方 country|国家 Europe|欧洲 politics|政 Germany|德国 ProperName|专
bn:00057538n	place|地方 provincial|省 Canada|加拿大 ProperName|专
bn:00036107n	image|图像 square|方 shape|物形
bn:00018111n	NounUnit|名量 inanimate|无生物 part|部件 group|群体 chemical|化学物
bn:00007927n	tool|用具 bring|携带 put|放置 artifact|人工物 tour|旅游 NounUnit|名量 inanimate|无生物
bn:00011485n	coupon|票证 fund|资金 securities|证券 HighQuality|优质
bn:00055328n	human|人 Occupation|职位 religion|宗教 disseminate|传播
bn:00017631n	human|人 Occupation|职位 politics|政 official|官 manage|管理
bn:00055659n	time|时间 dynasty|朝代 China|中国 royal|皇 ProperName|专 past|过去
bn:00068871n	place|地方 ProperName|专
bn:00015298n	place|地方 city|市 France|法国 ProperName|专
bn:00040153n	tool|用具 measure|测量 Distance|距离 Length|长度 Width|宽度
bn:00016826n	place|地方 Russia|俄罗斯 ProperName|专
bn:00049178n	place|地方 country|国家 Europe|欧洲 politics|政 Norway|挪威 ProperName|专
bn:00040758n	material|材料 tool|用具 sticky|黏 fix|定住
bn:00030765n	physical|物质 drain|排出 AnimalHuman|动物 internal|内 metabolize|代谢 medical|医
bn:00050062n	part|部件 physiology|生理学 mouth|口 AnimalHuman|动物
bn:00020376n	symbol|符号 Quantity|数量 math|数学
bn:00039684n	eat|吃
bn:00049998n	computer|电脑 able|能 bring|携带
bn:00008972n	facilities|设施 military|军
bn:00019758n	fact|事情 handle|处理 event|事件
bn:00012953n	disease|疾病 swollen|肿胀 medical|医
bn:00037129n	tool|用具 kill|杀害
bn:00048408n	FlowerGrass|花草
bn:00008319n	MusicTool|乐器
bn:00075786n	exercise|锻炼 sport|体育
bn:00006862n	metal|金属 chemistry|化学 ProperName|专
bn:00075239n	Rank|等级 entity|实体 group|群体 biology|生物学
bn:00064389n	Quantity|数量 math|数学
bn:00051054n	Life|生命 alive|活着 animate|生物 group|群体
bn:00027280n	document|文书 prove|证明 finish|完毕 education|教育 study|学习
bn:00065624n	time|时间 specific|特定
bn:00068195n	Italy|意大利
bn:00040864n	human|人 Occupation|职位 engage|从事 ship|船 waters|水域
bn:00070964n	house|房屋 crude|陋 small|小 building|建筑物 facilities|设施
bn:00005461n	north|北 ProperName|专
bn:00061950n	gather|采集 coupon|票证
bn:00001928n	FlowerGrass|花草
bn:00027619n	tool|用具 record|记录 computer|电脑 store|保存
bn:00013352n	tool|用具 wipe|擦拭
bn:00062618n	tree|树
bn:00056688n	time|时间 month|月 specific|特定
bn:00045771n	image|图像 symbol|符号 computer|电脑
bn:00058753n	chemical|化学物
bn:00030625n	affairs|事务 Occupation|职位 engage|从事 employ|雇用
bn:00008546n	medicine|药物
bn:00006773n	waters|水域 ProperName|专 planar|面
bn:00077238n	symbol|符号 text|语文
bn:00048973n	chemical|化学物
bn:00076877n	tool|用具 measure|测量 Temperature|温度
bn:00068669n	land|陆地 Japan|日本 ProperName|专 mass|众 surround|包围 waters|水域
bn:00016478n	tool|用具 human|人
bn:00076369n	place|地方 capital|国都 city|市 Israel|以色列 ProperName|专
bn:00022407n	human|人 Occupation|职位 cook|烹调
bn:00031088n	time|时间 past|过去
bn:00081176n	method|方法 communicate|交流 information|信息 disseminate|传播 facilities|设施
bn:00062076n	physics|物理 electricity|电 lights|光
bn:00058559n	thinking|思想 covert|隐秘
bn:00031065n	Number|编号 mean|指代 Sequence|次序
bn:00000435n	disappear|消失
bn:00037283n	facilities|设施 store|保存 LandVehicle|车
bn:00052584n	waters|水域 Canada|加拿大 ProperName|专 linear|线
bn:00038765n	InsectWorm|虫 fly|飞
bn:00039005n	crop|庄稼
bn:00031565n	time|时间 last|最后 knowledge|知识
bn:00062214n	InstitutePlace|场所 place|地方
bn:00031998n	time|时间 night|夜 specific|特定
bn:00043842n	human|人 alive|活着 lonely|孤
bn:00078313n	perform|表演 entertainment|艺
bn:00058593n	time|时间 month|月 specific|特定
bn:00008248n	human|人 France|法国 literature|文 ProperName|专 compile|编辑 publications|书刊
bn:00058926n	human|人 Occupation|职位 official|官 supervise|监察
bn:00004085n	angry|生气 emotion|情感
bn:00064545n	handle|处理
bn:00057144n	tool|用具 PutOn|穿戴 decorate|装饰
bn:00081231n	human|人 UK|英国 royal|皇 ProperName|专
bn:00006856n	metal|金属 chemistry|化学
bn:00043277n	human|人 doctor|医治
bn:00074323n	tool|用具
bn:00052738n	fact|事情 forming|形成 image|图像 medical|医 computer|电脑 diagnose|诊察
bn:00058415n	crop|庄稼
bn:00055027n	Name|姓名 human|人
bn:00047940n	Name|姓名 human|人 US|美国 politics|政 HeadOfState|元首 ProperName|专
bn:00048357n	Name|姓名 human|人
bn:00067847n	swim|游
bn:00075456n	bridge|桥梁
bn:00021395n	symbol|符号 Quantity|数量 math|数学
bn:00077562n	language|语言 ProperName|专 Tonga|汤加
bn:00049816n	InfoCarrier|信息载体 computer|电脑 communicate|交流 information|信息 disseminate|传播
bn:00027085n	image|图像 TakePicture|拍摄
bn:00018253n	place|地方 city|市 US|美国 ProperName|专
bn:00036027n	material|材料 burn|焚烧
bn:00056948n	community|团体 Germany|德国 politics|政 ProperName|专
bn:00021604n	human|人 mass|众 ComeTogether|集聚 group|群体 many|多
bn:00006547n	football|足球 sport|体育 exercise|锻炼
bn:00030068n	beast|走兽 poisonous|有毒
bn:00017429n	place|地方 country|国家 Asia|亚洲 politics|政 Sri_Lanka|斯里兰卡 ProperName|专
bn:00014309n	part|部件 viscera|脏 physiology|生理学 AnimalHuman|动物 female|女 excrete|排泄 reproduce|生殖
bn:00034891n	disease|疾病 part|部件 physiology|生理学
bn:00041362n	human|人 family|家庭 collateral|旁系 junior|小辈 male|男 female|女
bn:00002842n	disease|疾病
bn:00066247n	Rate|比率
bn:00030308n	InstitutePlace|场所 education|教育 elementary|初等 study|学习 teach|教
bn:00021880n	mating|交配
bn:00052857n	computer|电脑 big|大
bn:00006887n	metal|金属 chemistry|化学
bn:00040668n	human|人 Russia|俄罗斯 entertainment|艺 ProperName|专 compile|编辑 music|音乐
bn:00079558n	FlowerGrass|花草
bn:00047440n	FlowerGrass|花草
bn:00037744n	Pattern|样式 Kind|类型
bn:00031189n	disease|疾病
bn:00008242n	place|地方 country|国家 Europe|欧洲 politics|政 ProperName|专
bn:00024948n	human|人 Italy|意大利 entertainment|艺 ProperName|专 draw|画
bn:00018783n	music|音乐 sing|唱
bn:00034860n	tool|用具 catch|捉住 fish|鱼
bn:00006319n	place|地方 capital|国都 city|市 Turkmenistan|土库曼斯坦 ProperName|专
bn:00037671n	explain|说明 general|共通
bn:00045744n	tool|用具 store|保存 cool|制冷 edible|食物
bn:00009541n	Name|姓名 human|人
bn:00050473n	AlgaeFungi|低植
bn:00046021n	human|人 SelfMove|自移 reside|住下 foreign|外国
bn:00000568n	InstitutePlace|场所 research|研究 education|教育 HighRank|高等 study|学习 teach|教
bn:00027982n	facilities|设施 BeNear|靠近 waters|水域 put|放置 ship|船
bn:00026837n	part|部件 software|软件
bn:00027115n	beast|走兽
bn:00004722n	physics|物理 physical|物质
bn:00023339n	Ability|能力 chemistry|化学 physical|物质 merge|合并 chemical|化学物
bn:00058066n	place|地方 country|国家 Asia|亚洲 politics|政 ProperName|专
bn:00051496n	money|货币 Turkey|土耳其 commerce|商业 finance|金融
bn:00067234n	place|地方 country|国家 South_America|南美 politics|政 ProperName|专
bn:00016003n	bird|禽
bn:00041151n	ProperName|专
bn:00047212n	cease|停做
bn:00006372n	chemical|化学物
bn:00073550n	bird|禽
bn:00058655n	humanized|拟人 ProperName|专
bn:00010715n	human|人 Catholic|天主教 religion|宗教 location|位置 north|北
bn:00035120n	phenomena|现象 excrete|排泄 gas|气 medical|医
bn:00018142n	place|地方 city|市 South_Korea|韩国 ProperName|专
bn:00019987n	tool|用具 put|放置 clothing|衣物
bn:00024390n	fruit|水果
bn:00018432n	place|地方 Asia|亚洲 politics|政 Taiwan|台湾 ProperName|专 provincial|省 China|中国
bn:00001754n	ally|结盟 community|团体
bn:00064673n	tool|用具 shows|表演物 display|展示 image|图像 look|看 information|信息
bn:00031180n	knowledge|知识 text|语文
bn:00040576n	time|时间 past|过去
bn:00053132n	place|地方 city|市 ProperName|专
bn:00029568n	tree|树
bn:00077593n	part|部件 physiology|生理学 AnimalHuman|动物 bite|啃咬
bn:00008995n	InstitutePlace|场所 wash|洗涤 body|身 room|房间 facilities|设施
bn:00055090n	FlowerGrass|花草
bn:00053662n	Rank|等级 human|人 fact|事情 ComeTogether|集聚 ShowEmotion|表示情感 politics|政 extensive|泛 shape|物形 Amount|多少 ordinary|普通 mass|众 religion|宗教
bn:00071262n	shows|表演物 TakePicture|拍摄
bn:00008013n	human|人 Occupation|职位 cook|烹调
bn:00005601n	debate|辩论 discuss|商讨
bn:00047918n	Name|姓名 human|人
bn:00040263n	Strength|力量 Heat|热量 earth|大地
bn:00081936n	place|地方 city|市 Japan|日本 ProperName|专
bn:00000861n	place|地方
bn:00064654n	computer|电脑 internet|因特网 software|软件 event|事件 unmeritorious|无功劳
bn:00021128n	tree|树
bn:00038841n	FlowerGrass|花草
bn:00029909n	thinking|思想
bn:00058589n	RedBrown|赭 stone|土石 mine|矿
bn:00080067n	KindValue|类型值 ComeToWorld|问世 human|人
bn:00000514n	place|地方 capital|国都 city|市 Nigeria|尼日利亚 ProperName|专
bn:00021339n	compete|比赛 HaveContest|较量
bn:00034151n	time|时间 festival|节 congratulate|祝贺
bn:00007309n	LandVehicle|车
bn:00029381n	part|部件 physiology|生理学 AnimalHuman|动物 listen|听
bn:00024943n	place|地方 country|国家 Asia|亚洲 politics|政 North_Korean|北朝鲜 ProperName|专
bn:00044419n	human|人 tour|旅游 WhileAway|消闲
bn:00003142n	Height|高度 land|陆地 Stature|高矮 location|位置 high|高 space|空间
bn:00057031n	place|地方 Nauru|瑙鲁 ProperName|专 country|国家
bn:00039117n	tree|树
bn:00081887n	waters|水域 US|美国 ProperName|专 linear|线
bn:00047953n	Name|姓名 human|人
bn:00010401n	human|人 US|美国 ProperName|专
bn:00056919n	wealth|钱财 building|建筑物 land|陆地 commerce|商业
bn:00074915n	StateChange|态变 gas|气
bn:00012351n	artifact|人工物 BlockUp|堵塞 tool|用具 wood|木 implement|器具
bn:00028548n	text|语文 informal|非正式
bn:00038881n	beast|走兽
bn:00023043n	place|地方 country|国家 Africa|非洲 politics|政 ProperName|专
bn:00022932n	bird|禽
bn:00020378n	Pertinence|相关性 AttributeValue|属性值 relate|有关
bn:00011339n	human|人 compile|编辑 document|文书 internet|因特网
bn:00079935n	fact|事情 circulate|循环 disadvantageous|有弊
bn:00031759n	knowledge|知识 language|语言
bn:00020742n	Strength|力量 physical|物质 strong|强
bn:00062790n	animate|生物
bn:00048056n	part|部件 physiology|生理学 mouth|口 AnimalHuman|动物
bn:00067815n	image|图像 math|数学
bn:00055180n	entity|实体 organization|组织 handle|处理 affairs|事务
bn:00029668n	knowledge|知识 earth|大地
bn:00076177n	human|人 male|男
bn:00047992n	human|人 Japan|日本 ProperName|专
bn:00043021n	MusicTool|乐器
bn:00044217n	beast|走兽
bn:00046705n	information|信息 InfoElement|信息元素
bn:00029660n	part|部件 economy|经济 institution|机构 UN|联合国 politics|政 ProperName|专 international|国际
bn:00056361n	waters|水域 Australia|澳大利亚 ProperName|专 linear|线
bn:00054239n	place|地方 city|市 Australia|澳大利亚 ProperName|专
bn:00042580n	mark|标志 community|团体 Germany|德国 politics|政
bn:00020306n	food|食品 StateLiquid|液态
bn:00015527n	place|地方 capital|国都 city|市 Chad|乍得 ProperName|专
bn:00057511n	time|时间 festival|节 day|日 specific|特定
bn:00023853n	Standard|标准 entity|实体
bn:00049569n	part|部件 viscera|脏 physiology|生理学 AnimalHuman|动物 female|女 excrete|排泄 reproduce|生殖
bn:00007268n	human|人 Austria|奥地利 NationalityValue|国籍值
bn:00058092n	fish|鱼
bn:00007002n	weapon|武器 military|军 aircraft|飞行器 fight|争斗
bn:00058088n	fish|鱼
bn:00069638n	readings|读物 education|教育 study|学习 teach|教 text|语文
bn:00015643n	place|地方 capital|国都 city|市 Uzbekistan|乌兹别克斯坦 ProperName|专
bn:00059529n	recite|诵读 religion|宗教 fact|事情
bn:00047551n	neg|否
bn:00011333n	shows|表演物 important|重要 produce|制造 TakePicture|拍摄
bn:00049120n	clothing|衣物 PutOn|穿戴 letter|信件 useless|无用 waste|废物
bn:00017940n	room|房间 internet|因特网 computer|电脑 information|信息 talk|谈话
bn:00000157n	human|人 UK|英国 literature|文 ProperName|专 compile|编辑 publications|书刊
bn:00002963n	publications|书刊 FrequencyValue|频度值 time|时间 year|年 single|单
bn:00044373n	time|时间 festival|节 day|日 night|夜 specific|特定 congratulate|祝贺
bn:00040436n	GiveAsGift|赠 FreeOfCharge|免费 attract|吸引
bn:00011384n	part|部件 BodyFluid|体液 physiology|生理学 AnimalHuman|动物
bn:00021547n	thinking|思想
bn:00074306n	crop|庄稼 material|材料
bn:00052463n	place|地方 city|市 France|法国 ProperName|专
bn:00024294n	part|部件 embryo|胚 vegetable|蔬菜 eat|吃
bn:00054667n	LandVehicle|车 VehicleGo|驶 transport|运送 beneath|下 human|人 facilities|设施
bn:00053372n	food|食品 sweet|甜
bn:00015397n	tree|树 material|材料
bn:00034034n	rights|权利 female|女
bn:00020065n	fish|鱼
bn:00022009n	food|食品 StateLiquid|液态 cook|烹调
bn:00029147n	part|部件 viscera|脏 physiology|生理学 AnimalHuman|动物 digest|消化
bn:00054739n	computer|电脑 use|利用 human|人 single|单
bn:00045163n	rights|权利 human|人
bn:00074011n	PhysicState|物理状态 physics|物理 physical|物质 Circumstances|境况
bn:00079435n	human|人 Occupation|职位 politics|政 HeadOfState|元首 secondary|次 manage|管理 place|地方 official|官
bn:00006661n	Unit|单位 Distance|距离 physical|物质
bn:00038601n	tree|树 reproduce|生殖 fruit|水果
bn:00046083n	accuse|控告 police|警 politics|政
bn:00059036n	InsectWorm|虫 agricultural|农
bn:00002166n	tree|树 medicine|药物
bn:00054727n	beast|走兽 publications|书刊
bn:00019307n	fruit|水果
bn:00022991n	sky|空域 thing|万物 all|全
bn:00034625n	fire|火 burn|焚烧
bn:00007381n	part|部件 tail|尾 LandVehicle|车 automatic|自动 put|放置 artifact|人工物
bn:00073263n	tool|用具 measure|测量 Speed|速度
bn:00023241n	place|地方 country|国家 politics|政 ComeToWorld|问世 original|原
bn:00035685n	human|人 part|部件 army|军队 fight|争斗 land|陆地 military|军
bn:00012442n	place|地方 France|法国 ProperName|专
bn:00072152n	fittings|配件 clothing|衣物 tool|用具 fasten|拴连
bn:00002469n	disease|疾病
bn:00047985n	place|地方 country|国家 Asia|亚洲 politics|政 Japan|日本 ProperName|专
bn:00033784n	humanized|拟人 GiveAsGift|赠 congratulate|祝贺
bn:00054854n	part|部件 physiology|生理学 hand|手
bn:00001698n	concentrated|稠
bn:00048261n	Occupation|职位 sport|体育 TakeVehicle|搭乘 livestock|牲畜
bn:00079595n	disease|疾病
bn:00024905n	part|部件 biology|生物学 animate|生物
bn:00034627n	fire|火
bn:00005178n	time|时间 festival|节 day|日 IllBehave|胡闹
bn:00058153n	computer|电脑 PatternValue|样式值 able|能 bring|携带
bn:00030834n	human|人 child|少儿 mischievous|淘
bn:00032822n	part|部件 viscera|脏 physiology|生理学 AnimalHuman|动物
bn:00004534n	InsectWorm|虫 agricultural|农
bn:00036942n	expression|词语 future|将来
bn:00031666n	physical|物质 drain|排出 location|位置 part|部件 body|身 AnimalHuman|动物 internal|内
bn:00034040n	part|部件 bone|骨 physiology|生理学 AnimalHuman|动物
bn:00009164n	fact|事情 fight|争斗 military|军 ProperName|专 past|过去
bn:00048814n	Germany|德国 industrial|工 ProperName|专 produce|制造
bn:00040499n	alcohol|酒
bn:00057267n	disease|疾病 swollen|肿胀 physiology|生理学
bn:00006581n	FlowerGrass|花草
bn:00029925n	part|部件 physiology|生理学 embryo|胚 bird|禽 domesticated|家养
bn:00038985n	part|部件 base|根 vegetable|蔬菜 eat|吃
bn:00000317n	Ability|能力
bn:00057263n	human|人 child|少儿 reproduce|生殖 recent|新近
bn:00077778n	house|房屋 institution|机构 manage|管理 place|地方 city|市 InstitutePlace|场所
bn:00005255n	place|地方 country|国家 Africa|非洲 politics|政 Egypt|埃及 ProperName|专
bn:00017868n	human|人 ProperName|专
bn:00012052n	weapon|武器 military|军
bn:00071804n	male|男
bn:00060741n	bird|禽 imitate|模仿 speak|说
bn:00018438n	FlowerGrass|花草
bn:00002612n	place|地方 city|市 Egypt|埃及 ProperName|专
bn:00074156n	part|部件 hand|手 LandVehicle|车 automatic|自动 drive|驾驭
bn:00054082n	place|地方 city|市 Indonesia|印度尼西亚 ProperName|专
bn:00042999n	human|人 India|印度 LowRank|低等 most|最
bn:00004587n	thinking|思想 humanized|拟人
bn:00004293n	part|部件 physiology|生理学 bone|骨
bn:00005037n	disease|疾病 inflamed|发炎 urgent|急
bn:00045314n	beast|走兽
bn:00040876n	humanized|拟人 vicious|罪恶
bn:00015608n	place|地方 capital|国都 city|市 Rwanda|卢旺达 ProperName|专
bn:00041447n	beast|走兽
bn:00016816n	FlowerGrass|花草
bn:00041658n	part|部件 embryo|胚 vegetable|蔬菜 eat|吃
bn:00041231n	bird|禽
bn:00024989n	human|人 family|家庭 lineal|直系 male|男 senior|长辈
bn:00032467n	time|时间 football|足球 sport|体育 add|增加 due|到期 over|超
bn:00018586n	AlgaeFungi|低植
bn:00017756n	symbol|符号 computer|电脑 software|软件 character|文字 China|中国
bn:00010560n	prove|证明 Property|特性 biology|生物学 AnimalHuman|动物 knowledge|知识 perception|感知 animate|生物 Pattern|样式 computer|电脑
bn:00015712n	bird|禽
bn:00004007n	celestial|天体
bn:00039644n	FlowerGrass|花草
bn:00082056n	politics|政 RelatingToCountry|与特定国家相关 Jew|犹太人
bn:00029135n	place|地方 city|市 France|法国 ProperName|专
bn:00009538n	tree|树
bn:00045637n	disease|疾病
bn:00003337n	part|部件 physiology|生理学 plant|植物
bn:00017619n	route|道路 France|法国 ProperName|专
bn:00028111n	tool|用具 recreation|娱乐
bn:00023814n	fact|事情 fight|争斗 military|军 Crimea|克里米亚 ProperName|专 past|过去
bn:00034487n	shape|物形
bn:00008079n	part|部件 building|建筑物
bn:00080211n	land|陆地 protruding|凸 exhale|呼出 fire|火 stone|土石 human|人 community|团体 official|官
bn:00004006n	celestial|天体
bn:00011271n	human|人
bn:00050853n	place|地方 ProperName|专 BeNear|靠近 waters|水域
bn:00000056n	time|时间 specific|特定
bn:00044916n	computer|电脑 machine|机器 primary|主
bn:00059960n	livestock|牲畜 male|男
bn:00006885n	metal|金属 chemistry|化学
bn:00053572n	beast|走兽
bn:00003574n	AnimalHuman|动物 biology|生物学
bn:00000690n	mishap|劫难 fact|事情 impossible|不会 predict|预料
bn:00069401n	food|食品 cook|烹调
bn:00055562n	knowledge|知识 animate|生物
bn:00074241n	food|食品 StateLiquid|液态 cook|烹调
bn:00046693n	influence|影响
bn:00011457n	fish|鱼
bn:00037556n	beast|走兽
bn:00079831n	part|部件 bone|骨 physiology|生理学 AnimalHuman|动物
bn:00030852n	LandVehicle|车 VehicleGo|驶 route|道路
bn:00059228n	rights|权利 finance|金融 buy|买 sell|卖
bn:00039352n	FlowerGrass|花草 tree|树
bn:00033156n	bacteria|微生物 medical|医 able|能 ResultIn|导致 disease|疾病
bn:00069202n	place|地方 capital|国都 city|市 Chile|智利 ProperName|专
bn:00035675n	stone|土石 mine|矿
bn:00043604n	place|地方 humanized|拟人 InstitutePlace|场所
bn:00033449n	fish|鱼
bn:00053505n	beast|走兽
bn:00012089n	part|部件 religion|宗教 publications|书刊
bn:00074062n	part|部件 machine|机器
bn:00004109n	plant|植物
bn:00067224n	place|地方 country|国家 Asia|亚洲 politics|政 South_Korea|韩国 ProperName|专
bn:00036216n	human|人 Occupation|职位 community|团体 Catholic|天主教 religion|宗教 royal|皇 HeadOfState|元首 ProperName|专
bn:00019336n	place|地方 city|市 US|美国 ProperName|专
bn:00001975n	human|人 Occupation|职位 commerce|商业 connect|连接 handle|处理
bn:00033854n	emotion|情感 fear|害怕
bn:00030333n	facilities|设施 transport|运送 MoveItDown|下移 MoveItUp|上移
bn:00027278n	part|部件 biology|生物学 animate|生物
bn:00079511n	Worth|价值 entity|实体
bn:00060406n	language|语言 place|地方 India|印度 ProperName|专
bn:00007329n	LandVehicle|车 fact|事情 VehicleGo|驶 vehicle|交通工具 public|共 automatic|自动 transport|运送 human|人
bn:00000473n	ize|变性态 alike|似 phenomena|现象
bn:00022676n	bird|禽
bn:00042275n	Taste|味道 physical|物质 experience|感受 eat|吃
bn:00056716n	place|地方 city|市 Japan|日本 ProperName|专
bn:00033312n	FlowerGrass|花草 medicine|药物
bn:00017365n	bird|禽
bn:00056917n	music|音乐 place|地方 country|国家 politics|政
bn:00011224n	humanized|拟人 religion|宗教 female|女 human|人 ProperName|专
bn:00057642n	chemical|化学物 poisonous|有毒
bn:00015640n	place|地方 capital|国都 city|市 Uganda|乌干达 ProperName|专
bn:00047126n	music|音乐
bn:00012355n	tool|用具 open|打开
bn:00022994n	human|人 Russia|俄罗斯
bn:00022088n	institution|机构 diplomatic|外交 situated|处于 place|地方 country|国家 politics|政 foreign|外国
bn:00033780n	day|日 congratulate|祝贺 human|人 male|男 senior|长辈
bn:00045215n	place|地方 provincial|省 China|中国 ProperName|专
bn:00040935n	tool|用具 compete|比赛 sport|体育 reward|奖励 metal|金属
bn:00023747n	time|时间 night|夜 specific|特定 Scene|景象
bn:00032748n	warm|温 weather|天象 WeatherFine|好天
bn:00065822n	despise|轻视 tribe|族群 fact|事情 politics|政
bn:00002900n	vegetable|蔬菜 eat|吃
bn:00036470n	chemical|化学物
bn:00012678n	character|文字 look|看 human|人 disable|残疾 part|部件 eye|眼
bn:00048356n	Name|姓名 human|人
bn:00008093n	place|地方 city|市 Switzerland|瑞士 ProperName|专
bn:00021397n	human|人 Occupation|职位 entertainment|艺 compile|编辑 music|音乐
bn:00077761n	tool|用具 wipe|擦拭
bn:00056879n	part|部件 institution|机构 US|美国 politics|政 central|归属中央 official|官 manage|管理 research|研究 aircraft|飞行器
bn:00051820n	stone|土石
bn:00076968n	HungryThirsty|饥渴
bn:00006895n	metal|金属 chemistry|化学
bn:00003522n	chemical|化学物
bn:00021287n	human|人 army|军队 military|军 official|官 fight|争斗
bn:00078268n	LandVehicle|车 manual|非自动
bn:00058198n	place|地方 provincial|省 Canada|加拿大 ProperName|专
bn:00012620n	tree|树
bn:00060040n	gas|气
bn:00025995n	AnimalHuman|动物 humanized|拟人 HighRank|高等 mental|精神 Strength|力量 group|群体 human|人 religion|宗教
bn:00006879n	metal|金属 chemistry|化学
bn:00003351n	tree|树
bn:00011647n	tool|用具 recreation|娱乐
bn:00000571n	tool|用具 entertainment|艺 ProperName|专 reward|奖励
bn:00060187n	material|材料 decorate|装饰 AlterColor|变颜色
bn:00035604n	publications|书刊 NounUnit|名量
bn:00015370n	place|地方 provincial|省
bn:00006930n	metal|金属 chemistry|化学
bn:00041833n	beast|走兽
bn:00042908n	suicide|自杀 split|破开 body|身
bn:00034701n	place|地方 city|市 Italy|意大利 ProperName|专
bn:00037561n	food|食品 StateLiquid|液态 cook|烹调
bn:00008301n	beast|走兽
bn:00007019n	event|事件
bn:00081978n	place|地方 provincial|省 China|中国 ProperName|专
bn:00001918n	inanimate|无生物 mine|矿 original|原
bn:00080000n	house|房屋
bn:00043411n	FlowerGrass|花草
bn:00069419n	GiveUp|戒除 edible|食物 religion|宗教
bn:00063528n	livestock|牲畜
bn:00048643n	US|美国 ProperName|专
bn:00018512n	food|食品 crisp|脆
bn:00055233n	DoSum|算术 subtract|削减 method|方法 entrust|委托 result|结果 math|数学 wrong|误
bn:00002120n	FlowerGrass|花草
bn:00025076n	Unit|单位 Distance|距离 Length|长度 Width|宽度
bn:00056023n	Attribute|属性 Pattern|样式 artifact|人工物 image|图像 tool|用具 decorate|装饰
bn:00051763n	waters|水域 planar|面
bn:00069451n	FlowerGrass|花草 material|材料
bn:00005810n	army|军队 military|军 fight|争斗
bn:00049955n	language|语言 Laos|老挝 ProperName|专
bn:00049008n	part|部件 MusicTool|乐器 computer|电脑
bn:00076725n	waters|水域 Italy|意大利 ProperName|专 linear|线
bn:00002350n	Africa|非洲 ProperName|专
bn:00024956n	fish|鱼
bn:00073015n	location|位置 north|北 west|西 south|南
bn:00054915n	human|人 Japan|日本 royal|皇 HeadOfState|元首 Occupation|职位
bn:00006246n	InsectWorm|虫
bn:00031614n	drinks|饮品 TasteStrong|味浓 concentrated|稠
bn:00035673n	human|人 Occupation|职位 royal|皇 official|官 past|过去 entertainment|艺 perform|表演 tease|取乐 interesting|趣
bn:00043718n	Name|姓名 human|人
bn:00040603n	place|地方 city|市 UK|英国 ProperName|专
bn:00049182n	place|地方 country|国家 Asia|亚洲 politics|政 Thailand|泰国 ProperName|专
bn:00007873n	bacteria|微生物 medical|医 able|能 ResultIn|导致 disease|疾病
bn:00026189n	Name|姓名 human|人
bn:00006236n	material|材料 withstand|抗住 fire|火
bn:00024016n	place|地方 village|乡
bn:00049560n	mark|标志
bn:00046843n	chemical|化学物
bn:00057479n	place|地方 country|国家 Oceania|大洋洲 politics|政 ProperName|专
bn:00001124n	fact|事情 doctor|医治 medical|医 physics|物理
bn:00057322n	part|部件 nerve|络 physiology|生理学 AnimalHuman|动物 transmit|传送 information|信息
bn:00028266n	GoInto|进入 GoOut|出去
bn:00056150n	food|食品 part|部件 flesh|肉 livestock|牲畜
bn:00018039n	FlowerGrass|花草
bn:00033367n	bacteria|微生物
bn:00080721n	route|道路
bn:00012359n	material|材料 gas|气 burn|焚烧
bn:00054065n	machine|机器 regulation|规矩
bn:00000854n	chemical|化学物
bn:00060158n	NounUnit|名量 part|部件 planar|面
bn:00035474n	tool|用具
bn:00060712n	system|制度 politics|政 royal|皇
bn:00025278n	SportTool|运动器材 fact|事情 exercise|锻炼 sport|体育
bn:00019437n	disease|疾病 mating|交配
bn:00031999n	surname|姓
bn:00014675n	chemical|化学物
bn:00032531n	disease|疾病 part|部件 eye|眼 inflamed|发炎 physiology|生理学
bn:00041348n	politics|政 Sudan|苏丹 ProperName|专
bn:00053050n	language|语言 Malta|马尔他 ProperName|专
bn:00035577n	special|特别 Peculiarity|特殊性
bn:00007700n	human|人 music|音乐 entertainment|艺 ProperName|专
bn:00013181n	place|地方 country|国家 Europe|欧洲 politics|政 ProperName|专
bn:00062496n	SportTool|运动器材 TableTennis|乒乓球 sport|体育
bn:00033225n	FlowerGrass|花草 drug|毒品
bn:00081355n	part|部件 wing|翅 aircraft|飞行器
bn:00036219n	place|地方 city|市 UK|英国 ProperName|专
bn:00002464n	place|地方 provincial|省 Canada|加拿大 ProperName|专
bn:00048307n	Name|姓名 human|人
bn:00042175n	waters|水域 ProperName|专 planar|面
bn:00049322n	NounUnit|名量 tool|用具 cut|切削 split|破开 weapon|武器
bn:00040170n	knowledge|知识 earth|大地
bn:00053823n	knowledge|知识 math|数学 study|学习 calculate|计算
bn:00053316n	human|人 royal|皇
bn:00079162n	InstitutePlace|场所 US|美国 education|教育 HighRank|高等 ProperName|专 study|学习 teach|教
bn:00010593n	disease|疾病 mad|疯痴
bn:00056510n	beast|走兽 wild|野生
bn:00057491n	place|地方 city|市 US|美国 ProperName|专
